"OBJECTID","CMP_ID","CFRAG1","CFRAG2","DEPTH","RESTR_TYPE","AWHC"
17556,83800406,"A","A","5","-","4"
17557,83800501,"A","A","5","-","4"
17558,83800502,"A","A","5","-","4"
17559,83800503,"A","A","5","-","4"
17560,83800504,"A","A","5","-","4"
17561,83800505,"A","A","5","-","4"
17562,83800506,"-","-","-","-","-"
17563,83800601,"B","C","5","-","3"
17564,83800602,"A","A","3","UN","3"
17565,83800603,"B","C","5","-","3"
17566,83800604,"B","C","5","-","4"
17567,83800701,"B","C","5","-","3"
17568,83800702,"B","C","5","-","3"
17569,83800703,"A","B","5","-","4"
17570,83800704,"A","B","5","-","4"
17571,83800705,"-","-","-","-","-"
17572,83800706,"A","A","5","-","4"
17573,83800707,"B","C","5","-","3"
17574,83800801,"A","A","5","-","4"
17575,83800802,"A","A","5","-","4"
17576,83800803,"A","A","5","-","4"
17577,83800804,"A","A","5","-","4"
17578,83800805,"A","A","5","-","4"
17579,83800806,"A","A","5","-","4"
17580,83800807,"-","-","-","-","-"
17581,83800901,"A","A","5","-","4"
17582,83800902,"A","A","5","-","4"
17583,83800903,"A","A","5","-","4"
17584,83800904,"A","A","5","-","4"
17585,83800905,"A","A","5","-","4"
17586,83800906,"A","A","5","-","4"
17587,83800907,"A","A","5","-","4"
17588,83800908,"A","A","5","-","4"
17589,83800909,"-","-","-","-","-"
17590,83801001,"A","A","5","-","4"
17591,83801002,"A","A","5","-","4"
17592,83801003,"A","A","5","-","4"
17593,83801004,"A","A","5","-","4"
17594,83801005,"A","A","5","-","4"
17595,83801006,"A","A","5","-","4"
17596,83801007,"A","A","5","-","4"
17597,83801008,"A","A","5","-","4"
17598,83801009,"-","-","-","-","-"
17599,83801101,"A","A","5","-","4"
17600,83801102,"A","A","5","BN","4"
17601,83801103,"A","A","5","-","4"
17602,83801104,"A","A","5","-","4"
17603,83801105,"A","A","5","-","4"
17604,83801106,"A","A","5","-","4"
17605,83801107,"A","A","5","-","4"
17606,83801108,"A","A","5","-","4"
17607,83801201,"C","C","5","-","2"
17608,83801202,"A","A","5","-","4"
17609,83801203,"A","A","5","-","4"
17610,83801204,"B","C","5","-","3"
17611,83801205,"B","C","5","-","3"
17612,83801206,"A","A","5","-","4"
17613,83801207,"A","A","5","-","4"
17614,83801208,"A","B","5","-","4"
17615,83801209,"B","C","5","-","3"
17616,83801210,"-","-","-","BN","-"
17617,83801301,"A","A","5","-","4"
17618,83801302,"A","A","5","-","4"
17619,83801303,"A","A","5","-","4"
17620,83801304,"A","A","5","-","4"
17621,83801305,"A","A","5","-","4"
17622,83801306,"A","A","5","-","4"
17623,83801307,"B","C","5","-","3"
17624,83801308,"-","-","-","-","-"
17625,83801401,"B","C","5","-","4"
17626,83801402,"B","C","5","-","4"
17627,83801403,"A","A","5","-","4"
17628,83801404,"A","A","3","UN","3"
17629,83801405,"A","A","5","-","4"
17630,83801406,"B","C","5","-","3"
17631,83801407,"B","C","5","-","3"
17632,83801408,"-","-","-","-","-"
17633,83801409,"B","C","5","-","3"
17634,83801410,"A","A","5","-","4"
17635,83801411,"A","A","5","-","4"
17636,83801412,"B","C","5","-","3"
17637,83801501,"-","-","-","-","-"
17638,83801502,"A","A","5","-","4"
17639,83801503,"A","A","5","-","4"
17640,83801504,"-","-","-","-","-"
17641,83801505,"A","A","5","-","4"
17642,83801506,"-","-","-","-","-"
17643,83801507,"A","A","5","-","4"
17644,83801508,"-","-","-","-","-"
17645,83801509,"-","-","-","BN","-"
17646,83801510,"-","-","-","SA","-"
17647,83801511,"-","-","-","BN","-"
17648,83801601,"A","A","5","-","4"
17649,83801602,"A","C","5","-","3"
17650,83801603,"A","A","3","UN","3"
17651,83801604,"B","C","5","-","3"
17652,83801605,"B","C","5","-","3"
17653,83801606,"A","A","3","UN","3"
17654,83801701,"A","A","5","-","4"
17655,83801702,"A","A","5","-","4"
17656,83801703,"A","A","5","-","4"
17657,83801704,"A","A","5","BN","4"
17658,83801705,"B","C","5","-","3"
17659,83801706,"A","A","5","BN","4"
17660,83801707,"A","A","5","-","4"
17661,83801708,"A","A","5","-","5"
17662,83801709,"B","C","5","-","3"
17663,83801710,"A","A","5","-","5"
17664,83900101,"A","B","5","-","4"
17665,83900102,"A","B","5","-","4"
17666,83900103,"A","B","5","-","4"
17667,83900104,"A","A","5","-","5"
17668,83900105,"A","A","5","-","5"
17669,83900106,"A","A","5","-","5"
17670,83900107,"A","A","5","-","3"
17671,83900108,"-","-","-","-","-"
17672,83900109,"A","A","5","-","5"
17673,83900110,"A","A","5","-","5"
17674,83900201,"A","A","5","-","3"
17675,83900202,"A","A","5","-","2"
17676,83900203,"A","A","5","-","5"
17677,83900204,"A","A","5","-","5"
17678,83900205,"A","B","5","-","4"
17679,83900206,"-","-","-","-","-"
17680,83900207,"A","B","5","-","2"
17681,83900208,"A","A","5","-","3"
17682,83900209,"A","A","5","-","2"
17683,84000101,"A","A","5","-","3"
17684,84000102,"A","B","5","-","3"
17685,84000103,"A","A","5","-","2"
17686,84000104,"A","A","5","-","4"
17687,84000105,"A","A","5","-","5"
17688,84000106,"A","A","5","-","3"
17689,84000107,"B","B","5","-","4"
17690,84000108,"B","B","5","-","3"
17691,84000109,"B","B","5","-","4"
17692,84000110,"A","B","5","-","2"
17693,84000111,"A","B","5","-","4"
17694,84000201,"B","B","5","-","3"
17695,84000202,"B","B","5","-","4"
17696,84000203,"A","A","5","-","3"
17697,84000204,"A","B","5","-","2"
17698,84000205,"B","B","5","-","3"
17699,84000206,"A","A","5","-","2"
17700,84000207,"A","A","5","-","5"
17701,84000301,"A","A","5","-","5"
17702,84000302,"A","A","5","-","5"
17703,84000303,"A","A","5","SA","5"
17704,84000304,"A","B","5","-","4"
17705,84000305,"A","A","5","-","5"
17706,84000306,"B","B","5","-","3"
17707,84000307,"A","A","5","SA","4"
17708,84000308,"A","B","5","-","2"
17709,84000309,"A","A","5","-","3"
17710,84000310,"-","-","-","-","-"
17711,84100101,"B","B","5","-","4"
17712,84100102,"A","B","5","-","4"
17713,84100103,"B","B","5","-","5"
17714,84100104,"A","A","5","-","5"
17715,84100105,"B","B","5","-","3"
17716,84100106,"A","-","2","LI","2"
17717,84100201,"B","B","5","-","3"
17718,84100202,"B","B","5","-","4"
17719,84100203,"B","B","5","-","3"
17720,84100204,"B","B","5","-","5"
17721,84100205,"A","B","5","-","3"
17722,84100206,"A","B","5","-","2"
17723,84100207,"A","A","5","-","5"
17724,84100208,"A","B","5","-","3"
17725,84300101,"B","B","5","-","4"
17726,84300102,"A","B","5","-","3"
17727,84300103,"A","B","5","-","3"
17728,84300104,"A","B","5","-","4"
17729,84300105,"B","B","5","-","4"
17730,84300106,"B","B","5","-","3"
17731,84300107,"A","A","5","-","5"
17732,84300201,"A","A","5","-","5"
17733,84300202,"A","A","5","SA","4"
17734,84300203,"A","A","5","-","4"
17735,84300204,"A","A","5","-","4"
17736,84300205,"A","A","5","-","5"
17737,84300206,"A","A","5","-","5"
17738,84300207,"A","B","5","-","2"
17739,84300301,"A","A","5","-","4"
17740,84300302,"A","B","5","-","3"
17741,84300303,"A","A","5","-","2"
17742,84300304,"B","B","5","-","3"
17743,84300305,"A","B","5","-","2"
17744,84300401,"A","A","5","-","2"
17745,84300402,"A","B","5","-","2"
17746,84300403,"A","A","5","-","2"
17747,84300404,"A","A","5","-","3"
17748,84300405,"A","B","5","-","3"
17749,84300406,"B","B","5","-","3"
17750,84300407,"A","B","5","-","3"
17751,84300408,"A","A","5","-","5"
17752,84300409,"B","B","5","-","2"
17753,84300410,"A","A","5","-","4"
17754,84400101,"A","B","5","-","3"
17755,84400102,"B","B","5","-","3"
17756,84400103,"A","A","5","-","5"
17757,84400104,"B","B","5","-","4"
17758,84400105,"B","C","5","-","1"
17759,84400106,"A","A","5","-","2"
17760,84400107,"B","B","5","-","3"
17761,84400108,"A","B","5","-","4"
17762,84400109,"A","B","5","-","3"
17763,84400110,"A","A","5","-","4"
17764,84400111,"A","A","5","-","4"
17765,84400201,"A","B","5","-","4"
17766,84400202,"B","B","5","-","3"
17767,84400203,"A","B","5","-","3"
17768,84400204,"A","A","5","-","2"
17769,84400205,"A","A","5","-","3"
17770,84400206,"A","A","5","-","5"
17771,84400207,"A","B","5","-","2"
17772,84400208,"A","A","5","-","5"
17773,84400209,"A","A","5","-","4"
17774,84400210,"A","A","5","-","4"
17775,84400301,"A","A","5","-","5"
17776,84400302,"A","A","5","-","4"
17777,84400303,"A","A","5","-","4"
17778,84400304,"A","A","5","-","5"
17779,84400305,"A","B","5","-","4"
17780,84400306,"A","A","5","-","3"
17781,84400307,"A","A","5","-","5"
17782,84400308,"A","C","5","-","2"
17783,84400309,"B","C","5","-","1"
17784,84400310,"B","B","5","-","3"
17785,84400311,"A","A","5","-","2"
17786,84600101,"B","B","5","-","3"
17787,84600102,"B","B","5","-","3"
17788,84600103,"-","-","-","-","-"
17789,84600104,"B","B","5","-","4"
17790,84600201,"-","-","-","-","-"
17791,84600202,"B","B","5","-","3"
17792,84600203,"B","B","5","-","4"
17793,84600204,"B","B","5","-","3"
17794,84600301,"B","B","5","-","3"
17795,84600302,"B","B","5","-","3"
17796,84600303,"B","B","5","-","4"
17797,84600304,"-","-","-","-","-"
17798,84600401,"B","B","5","-","3"
17799,84600402,"-","-","-","-","-"
17800,84600403,"-","-","-","SA","-"
17801,84600404,"B","B","5","-","4"
17802,84600405,"B","B","5","-","3"
17803,84600501,"B","B","5","-","3"
17804,84600502,"B","B","5","-","3"
17805,84600503,"-","-","-","-","-"
17806,84600504,"B","B","5","-","4"
17807,84700101,"A","A","5","-","4"
17808,84700102,"A","A","5","-","5"
17809,84700103,"A","A","5","SA","4"
17810,84700104,"A","A","5","-","5"
17811,84700105,"A","A","5","-","5"
17812,84700201,"A","A","5","-","5"
17813,84700202,"A","A","5","-","4"
17814,84700203,"A","A","5","-","5"
17815,84700204,"A","A","5","-","5"
17816,84700205,"A","A","5","-","4"
17817,84700206,"A","A","5","-","5"
17818,84700207,"A","B","5","-","4"
17819,84700208,"A","A","5","-","3"
17820,84700301,"A","A","5","-","5"
17821,84700302,"A","B","5","-","5"
17822,84700303,"A","B","5","-","3"
17823,84700304,"A","A","5","-","5"
17824,84700305,"A","A","5","-","4"
17825,84700306,"B","B","5","-","3"
17826,84700307,"A","A","5","-","5"
17827,84800101,"A","A","5","-","5"
17828,84800102,"A","B","5","-","3"
17829,84800103,"B","B","5","-","3"
17830,84800104,"B","B","5","-","5"
17831,84800105,"A","B","5","-","5"
17832,84800106,"A","A","5","-","4"
17833,84800107,"A","A","5","-","2"
17834,84800201,"A","B","5","-","4"
17835,84800202,"A","A","5","-","5"
17836,84800203,"A","A","5","-","4"
17837,84800204,"B","B","5","-","3"
17838,84900101,"A","A","5","-","5"
17839,84900102,"A","A","5","SA","4"
17840,84900103,"A","A","5","SA","5"
17841,84900104,"A","A","5","-","4"
17842,84900105,"A","A","5","SA","4"
17843,84900106,"A","A","5","SA","5"
17844,84900107,"A","A","5","-","5"
17845,84900108,"A","A","5","SA","4"
17846,84900201,"A","A","5","-","5"
17847,84900202,"A","A","5","-","4"
17848,84900203,"A","A","5","SA","5"
17849,84900204,"A","A","5","SA","4"
17850,84900205,"A","A","5","-","5"
17851,84900206,"A","A","5","-","5"
17852,84900301,"A","B","5","-","4"
17853,84900302,"A","A","5","-","4"
17854,84900303,"A","B","5","-","3"
17855,84900304,"B","B","5","-","3"
17856,84900305,"A","B","5","-","3"
17857,84900306,"A","A","5","-","4"
17858,84900307,"A","A","5","-","4"
17859,84900308,"B","B","5","-","4"
17860,84900309,"A","A","5","-","5"
17861,84900310,"A","B","5","-","2"
17862,84900311,"A","B","3","LI","3"
17863,84900401,"A","A","5","-","5"
17864,84900402,"A","A","5","-","5"
17865,84900403,"A","A","5","-","5"
17866,84900501,"A","A","5","-","5"
17867,84900502,"A","A","5","-","5"
17868,84900503,"A","B","5","-","4"
17869,84900504,"A","B","5","-","4"
17870,84900601,"A","A","5","-","5"
17871,84900602,"A","A","5","SA","5"
17872,84900603,"A","A","5","-","5"
17873,84900701,"A","A","5","-","5"
17874,84900702,"A","A","5","-","5"
17875,84900703,"A","A","5","-","5"
17876,84900704,"A","A","5","-","5"
17877,84900705,"A","A","5","-","4"
17878,84900706,"A","A","5","-","5"
17879,84900801,"A","A","5","-","5"
17880,84900802,"A","A","5","-","5"
17881,84900901,"A","A","5","-","5"
17882,84900902,"A","A","5","-","5"
17883,84900903,"A","A","5","-","5"
17884,84900904,"A","A","5","-","5"
17885,84901001,"A","A","5","-","4"
17886,84901002,"A","A","5","-","5"
17887,84901003,"A","B","5","-","4"
17888,84901004,"A","A","5","-","5"
17889,84901005,"A","A","5","-","5"
17890,84901006,"A","A","5","SA","5"
17891,84901007,"B","B","5","-","4"
17892,85000101,"-","-","-","-","-"
17893,85000102,"A","A","5","-","5"
17894,85000103,"A","A","5","-","4"
17895,85000201,"A","A","5","-","2"
17896,85000202,"A","A","5","-","3"
17897,85000203,"A","A","5","-","2"
17898,85000204,"A","A","5","-","1"
17899,85000205,"A","A","5","-","4"
17900,85000206,"A","A","5","-","2"
17901,85000207,"A","A","5","-","3"
17902,85000301,"A","A","5","-","2"
17903,85000302,"A","A","5","-","2"
17904,85000303,"A","A","5","-","3"
17905,85000304,"A","A","5","-","3"
17906,85000305,"A","A","5","-","2"
17907,85000306,"A","A","5","-","3"
17908,85000307,"A","A","5","-","3"
17909,85000308,"A","A","5","-","1"
17910,85000401,"A","A","5","-","2"
17911,85000402,"A","A","5","-","2"
17912,85000403,"A","A","5","-","3"
17913,85000404,"A","A","5","-","3"
17914,85000405,"A","A","5","-","3"
17915,85000406,"A","A","5","-","2"
17916,85000407,"A","A","5","-","4"
17917,85000408,"A","A","5","-","3"
17918,85000409,"A","A","5","-","5"
17919,85000501,"A","A","5","-","3"
17920,85000502,"A","A","5","-","3"
17921,85000503,"A","A","5","-","2"
17922,85000504,"A","A","5","-","2"
17923,85000505,"A","A","5","-","2"
17924,85000506,"A","A","5","-","4"
17925,85000507,"A","B","5","-","2"
17926,85000508,"A","A","5","-","1"
17927,85100101,"-","-","-","-","-"
17928,85100102,"A","A","5","SA","5"
17929,85100103,"B","B","5","-","3"
17930,85100104,"B","B","5","SA","3"
17931,85100105,"A","A","5","-","4"
17932,85100106,"B","B","5","-","3"
17933,85100107,"A","A","5","-","2"
17934,85100201,"A","A","5","-","4"
17935,85100202,"A","A","5","-","5"
17936,85100203,"A","A","5","-","5"
17937,85100204,"A","A","5","-","3"
17938,85100205,"A","A","5","-","5"
17939,85100206,"A","A","5","SA","5"
17940,85100207,"A","A","5","SA","4"
17941,85100208,"A","A","5","-","5"
17942,85100209,"A","A","5","-","3"
17943,85100210,"-","-","-","-","-"
17944,85100301,"A","A","5","-","4"
17945,85100302,"A","A","5","-","5"
17946,85100303,"A","A","5","-","5"
17947,85100304,"A","A","5","-","5"
17948,85100305,"A","A","5","-","5"
17949,85100306,"A","A","5","-","4"
17950,85200101,"A","A","5","-","5"
17951,85200102,"A","A","5","-","5"
17952,85200103,"A","A","5","-","5"
17953,85200104,"A","A","5","-","4"
17954,85200105,"A","A","5","-","5"
17955,85200106,"A","A","5","-","5"
17956,85200201,"A","A","5","-","3"
17957,85200202,"A","A","5","-","3"
17958,85200203,"A","A","5","-","3"
17959,85200204,"A","A","5","-","4"
17960,85200301,"A","A","5","-","3"
17961,85200302,"A","A","5","-","5"
17962,85200303,"A","A","5","-","4"
17963,85200304,"A","A","5","-","5"
17964,85200305,"A","B","5","-","2"
17965,85200306,"A","A","5","SA","4"
17966,85200307,"A","B","5","-","3"
17967,85200308,"A","A","5","-","5"
17968,85200309,"A","A","5","SA","5"
17969,85200310,"A","A","5","-","4"
17970,85200311,"A","A","5","SA","3"
17971,85200401,"A","A","5","-","3"
17972,85200402,"A","A","5","-","2"
17973,85200403,"A","A","5","-","2"
17974,85200404,"A","A","5","-","3"
17975,85200405,"A","A","5","-","3"
17976,85200406,"A","A","5","-","3"
17977,85200407,"A","A","5","-","2"
17978,85200408,"A","A","5","-","4"
17979,85200501,"A","A","5","-","5"
17980,85200502,"A","A","5","-","4"
17981,85200503,"A","A","5","-","3"
17982,85200504,"A","A","5","-","4"
17983,85200505,"A","A","5","-","3"
17984,85200506,"A","A","5","-","4"
17985,85200507,"A","A","5","-","4"
17986,85200508,"A","A","5","-","4"
17987,85300101,"A","A","5","-","5"
17988,85300102,"A","A","5","-","5"
17989,85300103,"A","A","5","-","5"
17990,85300104,"A","A","5","-","5"
17991,85300105,"A","A","5","-","5"
17992,85300106,"A","A","5","-","5"
17993,85300107,"A","A","5","-","5"
17994,85400101,"A","A","5","-","3"
17995,85400102,"A","B","5","-","2"
17996,85400103,"A","A","5","-","4"
17997,85400104,"A","A","5","-","3"
17998,85400105,"A","A","5","-","4"
17999,85400106,"A","A","5","-","5"
18000,85400107,"B","B","5","-","3"
18001,85400108,"A","A","5","-","5"
18002,85400109,"A","A","5","-","4"
18003,85400110,"-","-","-","-","-"
18004,85400201,"A","A","5","-","4"
18005,85400202,"A","A","5","-","4"
18006,85400203,"A","A","5","-","5"
18007,85400204,"A","A","5","-","4"
18008,85400205,"A","A","5","-","5"
18009,85400206,"B","B","5","-","3"
18010,85400207,"A","A","5","-","4"
18011,85400208,"A","B","5","-","2"
18012,85400209,"A","A","5","-","4"
18013,85400210,"-","-","-","-","-"
18014,85500101,"A","A","5","-","4"
18015,85500102,"A","A","5","-","4"
18016,85500103,"-","-","-","-","-"
18017,85500104,"A","A","5","-","4"
18018,85500201,"A","A","5","-","4"
18019,85500202,"A","A","5","-","4"
18020,85500203,"A","A","5","-","4"
18021,85500204,"A","A","5","-","4"
18022,94402001,"C","C","4","CT","2"
18023,94402002,"A","B","5","-","2"
18024,94402003,"C","D","5","-","1"
18025,94402004,"A","A","5","-","4"
18026,94402005,"A","A","5","-","5"
18027,94402006,"B","C","3","LI","2"
18028,94402201,"C","B","4","CT","2"
18029,94402202,"C","C","5","-","2"
18030,94402203,"C","C","5","-","1"
18031,94402204,"A","A","5","-","5"
18032,94402301,"C","C","5","-","2"
18033,94402302,"-","-","-","-","-"
18034,94402303,"C","B","4","CT","2"
18035,94402304,"A","A","5","-","3"
18036,94402401,"C","C","5","-","1"
18037,94402402,"C","B","4","CT","2"
18038,94402403,"C","C","5","-","2"
18039,94402404,"A","A","5","-","3"
18040,94402405,"A","B","5","-","4"
18041,94402406,"B","D","5","-","1"
18042,94402701,"C","C","5","CT","3"
18043,94402702,"B","C","5","CT","2"
18044,94402703,"C","D","5","-","1"
18045,94402704,"C","C","5","-","2"
18046,94402705,"B","C","3","LI","2"
18047,94402706,"A","A","5","-","5"
18048,94402707,"A","A","5","-","4"
18049,94402901,"B","C","5","CT","2"
18050,94402902,"C","C","5","-","2"
18051,94402903,"C","C","4","CT","2"
18052,94402904,"A","B","5","-","4"
18053,94402905,"B","C","5","-","2"
18054,94402906,"A","A","5","-","4"
18055,94402907,"C","C","3","LI","3"
18056,94402908,"C","D","5","-","1"
18057,94402909,"A","A","5","-","5"
18058,94403101,"A","B","5","-","4"
18059,94403102,"B","C","5","-","2"
18060,94403103,"A","A","5","-","4"
18061,94403104,"A","A","3","UN","3"
18062,94403105,"C","C","5","-","3"
18063,94403901,"C","C","3","LI","2"
18064,94403902,"B","C","3","LI","2"
18065,94403903,"A","B","5","-","4"
18066,94403904,"C","C","5","-","2"
18067,94403905,"C","C","5","CT","3"
18068,95001001,"A","A","5","-","4"
18069,95001002,"A","A","5","-","5"
18070,95001003,"A","A","5","-","5"
18071,95001004,"A","A","5","-","5"
18072,95001601,"C","D","5","-","2"
18073,95001602,"C","D","5","-","2"
18074,95001603,"C","C","4","CT","2"
18075,95001604,"C","D","5","LI","2"
18076,95001605,"C","D","5","-","1"
18077,95001606,"-","-","-","-","-"
18078,95001701,"C","D","5","LI","2"
18079,95001702,"C","C","4","CT","2"
18080,95001901,"C","-","3","LI","2"
18081,95001902,"B","B","4","DU","2"
18082,95003401,"A","A","5","-","3"
18083,95003402,"D","D","5","-","1"
18084,95003403,"C","D","5","-","2"
18085,95003404,"C","C","5","-","2"
18086,95003405,"A","A","5","-","4"
18087,95003406,"A","A","5","-","3"
18088,95003407,"A","A","5","-","3"
18089,95101201,"B","D","2","OR","2"
18090,95101202,"C","C","5","-","2"
18091,95101203,"B","B","4","DU","2"
18092,95101204,"C","-","3","LI","2"
18093,95101205,"D","D","5","-","1"
18094,95101206,"-","-","-","-","-"
18095,95500101,"A","A","5","-","4"
18096,95500102,"C","C","3","DU","1"
18097,95500103,"C","C","4","DU","1"
18098,95500104,"B","B","5","-","2"
18099,95500105,"C","C","5","-","1"
18100,95500106,"C","C","4","LI","2"
18101,95500107,"A","A","3","UN","4"
18102,95500601,"A","A","2","OR","1"
18103,95500602,"C","C","3","DU","1"
18104,95500603,"B","B","5","-","2"
18105,95500604,"C","C","4","DU","1"
18106,95500605,"C","C","5","-","2"
18107,95500606,"C","C","5","-","1"
18108,95500901,"C","C","4","DU","1"
18109,95500902,"C","C","4","LI","2"
18110,95500903,"C","C","3","DU","1"
18111,95501501,"C","C","4","DU","2"
18112,95501502,"C","C","2","DU","1"
18113,95501503,"C","-","2","LI","2"
18114,95501504,"C","C","3","DU","2"
18115,95501505,"C","C","4","DU","1"
18116,95501506,"C","C","3","DU","1"
18117,95502601,"C","C","4","DU","2"
18118,95502602,"C","C","4","DU","1"
18119,95502603,"C","C","4","LI","2"
18120,95502604,"C","C","3","DU","2"
18121,95502605,"A","A","4","UN","4"
18122,95502606,"C","C","3","DU","1"
18123,95503001,"A","A","4","UN","4"
18124,95503002,"A","A","3","UN","3"
18125,95503003,"D","D","5","-","1"
18126,95503004,"A","A","5","-","4"
18127,95503005,"A","A","5","-","3"
18128,95503006,"A","A","5","-","5"
18129,95503701,"C","C","4","LI","2"
18130,95503702,"C","C","4","DU","1"
18131,95503703,"C","C","4","DU","2"
18132,95503704,"C","-","2","LI","2"
18133,95503705,"C","C","3","DU","1"
18134,95503706,"-","-","-","-","-"
18135,95504101,"C","C","3","DU","1"
18136,95504102,"C","C","4","DU","1"
18137,95504103,"C","C","4","DU","1"
18138,95504201,"C","C","4","DU","1"
18139,95504202,"C","C","4","DU","1"
18140,95504203,"C","C","5","-","1"
18141,95504204,"B","C","4","LI","2"
18142,95600101,"C","C","4","LI","2"
18143,95600102,"C","C","4","LI","2"
18144,95600103,"C","C","4","DU","1"
18145,95600104,"-","-","-","-","-"
18146,95600105,"C","C","3","DU","1"
18147,95600301,"B","C","3","UN","2"
18148,95600302,"A","A","5","-","3"
18149,95600303,"C","C","3","DU","1"
18150,95600304,"C","C","4","DU","1"
18151,95600305,"A","A","3","UN","4"
18152,95600306,"A","A","5","-","5"
18153,95600401,"C","C","3","DU","2"
18154,95600402,"C","C","4","CT","2"
18155,95600403,"A","A","3","UN","4"
18156,95600404,"A","A","5","-","5"
18157,95600405,"A","A","3","UN","3"
18158,95600501,"C","C","3","DU","1"
18159,95600502,"C","C","4","DU","1"
18160,95600503,"B","C","3","UN","2"
18161,95600504,"C","C","4","DU","2"
18162,95600505,"C","C","3","LI","2"
18163,95600701,"C","C","3","DU","1"
18164,95600702,"C","C","4","DU","1"
18165,95600703,"B","C","3","UN","2"
18166,95600704,"C","D","5","-","1"
18167,95600705,"C","C","4","DU","1"
18168,95600706,"A","A","3","UN","3"
18169,95600707,"A","A","5","-","3"
18170,95600901,"C","-","2","LI","2"
18171,95600902,"-","-","-","-","-"
18172,95600903,"B","C","4","LI","2"
18173,95600904,"A","A","3","UN","3"
18174,95601001,"C","C","5","-","1"
18175,95601002,"C","C","3","DU","1"
18176,95601003,"A","A","5","-","4"
18177,95601004,"C","C","3","LI","2"
18178,95601005,"A","A","5","-","4"
18179,95601301,"C","C","3","LI","2"
18180,95601302,"B","B","4","CT","2"
18181,95601303,"A","A","3","UN","3"
18182,95601304,"A","A","3","UN","4"
18183,95601305,"A","A","5","-","5"
18184,95601306,"C","-","2","LI","2"
18185,95601501,"C","C","4","DU","1"
18186,95601502,"C","C","5","-","1"
18187,95601503,"A","A","3","UN","4"
18188,95601504,"A","A","5","-","4"
18189,95601505,"A","A","3","UN","3"
18190,95601506,"A","A","5","-","4"
18191,95601601,"C","C","3","DU","1"
18192,95601602,"C","C","5","-","1"
18193,95601603,"A","A","5","-","4"
18194,95601604,"C","D","5","-","1"
18195,95601701,"C","C","3","DU","1"
18196,95601702,"C","C","3","DU","1"
18197,95601703,"A","A","3","UN","4"
18198,95601704,"A","A","3","UN","3"
18199,95601705,"A","A","5","-","5"
18200,95601706,"A","A","4","DU","4"
18201,95601707,"A","A","3","LI","3"
18202,95601801,"A","A","3","UN","4"
18203,95601802,"A","A","3","UN","3"
18204,95601803,"A","A","5","-","4"
18205,95601804,"A","A","5","-","4"
18206,95601805,"C","C","5","-","1"
18207,95601901,"C","-","2","LI","2"
18208,95601902,"C","C","3","LI","2"
18209,95601903,"-","-","-","-","-"
18210,95601904,"C","D","3","LI","1"
18211,95601905,"C","C","3","DU","1"
18212,95601906,"A","A","3","UN","4"
18213,95602001,"C","C","3","DU","1"
18214,95602002,"C","C","3","DU","1"
18215,95602003,"B","C","4","LI","2"
18216,95602004,"C","C","4","DU","1"
18217,95602005,"A","A","5","-","5"
18218,95602101,"A","A","3","UN","3"
18219,95602102,"C","C","5","-","1"
18220,95602103,"B","B","3","UN","2"
18221,95602104,"B","B","4","CT","2"
18222,95602105,"C","D","3","LI","1"
18223,95602106,"C","C","3","LI","2"
18224,95602201,"C","C","3","LI","2"
18225,95602202,"-","-","-","-","-"
18226,95602203,"B","B","4","LI","3"
18227,95602204,"B","C","4","LI","2"
18228,95602205,"C","C","3","DU","1"
18229,95602301,"C","C","3","DU","1"
18230,95602302,"B","B","3","UN","2"
18231,95602303,"C","C","3","LI","2"
18232,95602304,"A","A","4","UN","4"
18233,95602401,"A","A","3","UN","3"
18234,95602402,"A","A","4","UN","4"
18235,95602403,"C","C","5","-","1"
18236,95602501,"C","C","5","-","1"
18237,95602502,"B","B","3","UN","2"
18238,95602503,"A","A","3","UN","3"
18239,95602601,"B","B","3","UN","2"
18240,95602602,"A","A","3","UN","3"
18241,95602603,"A","A","4","UN","4"
18242,95602701,"-","-","-","-","-"
18243,95602702,"C","C","4","LI","3"
18244,95602703,"C","-","2","LI","2"
18245,95602704,"C","C","3","DU","1"
18246,95602705,"C","C","3","LI","2"
18247,95602801,"B","C","4","DU","2"
18248,95602802,"C","C","5","CT","2"
18249,95602803,"A","A","4","UN","4"
18250,95602804,"A","A","3","UN","3"
18251,95700801,"A","A","5","-","3"
18252,95700802,"B","C","3","UN","2"
18253,95700803,"B","B","3","CT","2"
18254,95700804,"B","B","5","-","2"
18255,95700805,"A","A","3","UN","3"
18256,95700806,"A","A","5","-","5"
18257,95701101,"C","C","3","LI","2"
18258,95701102,"A","A","4","UN","3"
18259,95701103,"C","C","5","-","1"
18260,95701201,"C","C","4","CT","2"
18261,95701202,"C","C","3","LI","2"
18262,95701203,"C","C","3","DU","2"
18263,95701204,"A","A","3","UN","3"
18264,95701205,"A","A","5","-","5"
18265,95701401,"C","D","3","LI","1"
18266,95701402,"C","-","2","LI","2"
18267,95701403,"B","B","4","CT","2"
18268,95701404,"C","C","5","-","1"
18269,95701405,"A","A","3","UN","3"
18270,95701406,"A","A","5","-","5"
18271,95701501,"C","C","3","LI","2"
18272,95701502,"C","-","2","LI","2"
18273,95701503,"-","-","-","-","-"
18274,95701504,"A","A","4","UN","2"
18275,95701505,"A","A","4","UN","3"
18276,95701506,"C","C","5","-","1"
18277,95701507,"B","B","4","CT","2"
18278,95701701,"B","C","5","LI","3"
