"OBJECTID","POLY_ID","LF_TYPE","LF_SLOPE","LF_SEGMENT","PERCENT_","CROPPED","PROVINCE","SOIL_CODE","MODIFIER","PROFILE","LF_ID","LFS_ID","SOIL_ID"
12287,660009,"H","B","M",14.399999,"M","SK","WVD","~~~~~","A","660009HB","HBM","SKWVD~~~~~A"
12288,660009,"H","B","L",4.800000,"M","SK","NRA","~~~~~","A","660009HB","HBL","SKNRA~~~~~A"
12289,660009,"H","B","D",8.000000,"L","SK","GXX","~~~~~","N","660009HB","HBD","SKGXX~~~~~N"
12290,660009,"H","B","L",9.600000,"M","SK","WVD","~~~~~","A","660009HB","HBL","SKWVD~~~~~A"
12291,660009,"H","B","M",13.600000,"M","SK","WVA","~~~~~","A","660009HB","HBM","SKWVA~~~~~A"
12292,660009,"H","B","U",24.000000,"M","SK","WVA","~~~~~","A","660009HB","HBU","SKWVA~~~~~A"
12293,660009,"H","B","L",5.599999,"L","SK","GXX","~~~~~","N","660009HB","HBL","SKGXX~~~~~N"
12294,660009,"U","A","L",2.000000,"L","SK","AWZ","P~~~~","N","660009UA","UAL","SKAWZP~~~~N"
12295,660009,"U","A","L",1.000000,"L","SK","MWC","HS~~~","N","660009UA","UAL","SKMWCHS~~~N"
12296,660009,"U","A","M",6.000000,"L","SK","MWC","HS~~~","N","660009UA","UAM","SKMWCHS~~~N"
12297,660009,"U","A","D",3.000000,"L","SK","AWZ","P~~~~","N","660009UA","UAD","SKAWZP~~~~N"
12298,660009,"U","A","M",4.000000,"L","SK","MWD","HS~~~","N","660009UA","UAM","SKMWDHS~~~N"
12299,660009,"U","A","U",4.000000,"L","SK","MWD","HS~~~","N","660009UA","UAU","SKMWDHS~~~N"
12300,660010,"H","B","L",7.000000,"L","SK","WVD","~~~~~","A","660010HB","HBL","SKWVD~~~~~A"
12301,660010,"H","B","L",15.000000,"L","SK","SYA","~~~~~","A","660010HB","HBL","SKSYA~~~~~A"
12302,660010,"H","B","L",3.000000,"L","SK","GXX","~~~~~","N","660010HB","HBL","SKGXX~~~~~N"
12303,660010,"H","B","D",10.000000,"L","SK","GXX","~~~~~","N","660010HB","HBD","SKGXX~~~~~N"
12304,660010,"H","B","M",10.000000,"L","SK","WVD","~~~~~","A","660010HB","HBM","SKWVD~~~~~A"
12305,660010,"H","B","U",30.000000,"L","SK","WVA","~~~~~","A","660010HB","HBU","SKWVA~~~~~A"
12306,660010,"H","B","M",25.000000,"L","SK","WVA","~~~~~","A","660010HB","HBM","SKWVA~~~~~A"
12307,661008,"H","B","U",15.000000,"H","SK","WVA","~~~~~","A","661008HB","HBU","SKWVA~~~~~A"
12308,661008,"H","B","D",5.000000,"L","SK","GXX","~~~~~","N","661008HB","HBD","SKGXX~~~~~N"
12309,661008,"H","B","L",12.500000,"H","SK","PWG","~~~~~","A","661008HB","HBL","SKPWG~~~~~A"
12310,661008,"H","B","M",7.500000,"H","SK","WVA","~~~~~","A","661008HB","HBM","SKWVA~~~~~A"
12311,661008,"H","B","M",10.000000,"H","SK","WVD","~~~~~","A","661008HB","HBM","SKWVD~~~~~A"
12312,661008,"U","A","D",4.000000,"L","SK","BLH","~~~~~","N","661008UA","UAD","SKBLH~~~~~N"
12313,661008,"U","A","D",3.500000,"L","SK","BLL","~~~~~","N","661008UA","UAD","SKBLL~~~~~N"
12314,661008,"U","A","M",7.500000,"H","SK","WVD","~~~~~","A","661008UA","UAM","SKWVD~~~~~A"
12315,661008,"U","A","M",5.000000,"H","SK","WVA","~~~~~","A","661008UA","UAM","SKWVA~~~~~A"
12316,661008,"U","A","U",10.000000,"H","SK","WVA","~~~~~","A","661008UA","UAU","SKWVA~~~~~A"
12317,661008,"U","A","L",7.500000,"L","SK","PWG","~~~~~","A","661008UA","UAL","SKPWG~~~~~A"
12318,661008,"U","A","M",12.500000,"H","SK","PWG","~~~~~","A","661008UA","UAM","SKPWG~~~~~A"
12319,661011,"H","A","L",1.799999,"L","SK","GXX","P~~~~","N","661011HA","HAL","SKGXXP~~~~N"
12320,661011,"H","A","D",3.500000,"L","SK","GXX","P~~~~","N","661011HA","HAD","SKGXXP~~~~N"
12321,661011,"H","A","L",7.000000,"L","SK","WVA","~~~~~","A","661011HA","HAL","SKWVA~~~~~A"
12322,661011,"H","A","M",12.300000,"L","SK","WVA","~~~~~","A","661011HA","HAM","SKWVA~~~~~A"
12323,661011,"H","A","U",1.399999,"L","SK","WVA","~~~~~","A","661011HA","HAU","SKWVA~~~~~A"
12324,661011,"H","A","U",9.100000,"L","SK","BTC","~~~~~","N","661011HA","HAU","SKBTC~~~~~N"
12325,661011,"H","B","L",11.699999,"L","SK","WVA","~~~~~","A","661011HB","HBL","SKWVA~~~~~A"
12326,661011,"H","B","U",9.800000,"L","SK","BTC","~~~~~","N","661011HB","HBU","SKBTC~~~~~N"
12327,661011,"H","B","U",9.800000,"L","SK","BTA","~~~~~","N","661011HB","HBU","SKBTA~~~~~N"
12328,661011,"H","B","L",4.599999,"L","SK","GXX","P~~~~","N","661011HB","HBL","SKGXXP~~~~N"
12329,661011,"H","B","D",6.500000,"L","SK","GXX","P~~~~","N","661011HB","HBD","SKGXXP~~~~N"
12330,661011,"H","B","M",22.799999,"L","SK","WVA","~~~~~","A","661011HB","HBM","SKWVA~~~~~A"
12331,661013,"H","B","L",13.500000,"H","SK","WVD","~~~~~","A","661013HB","HBL","SKWVD~~~~~A"
12332,661013,"H","B","U",27.000000,"H","SK","WVA","~~~~~","A","661013HB","HBU","SKWVA~~~~~A"
12333,661013,"H","B","M",31.500000,"H","SK","WVA","~~~~~","A","661013HB","HBM","SKWVA~~~~~A"
12334,661013,"H","B","L",4.500000,"H","SK","WVA","~~~~~","A","661013HB","HBL","SKWVA~~~~~A"
12335,661013,"H","B","L",4.500000,"H","SK","SBA","~~~~~","A","661013HB","HBL","SKSBA~~~~~A"
12336,661013,"H","B","D",9.000000,"H","SK","SBA","~~~~~","A","661013HB","HBD","SKSBA~~~~~A"
12337,661013,"H","C","L",2.500000,"H","SK","WVA","~~~~~","A","661013HC","HCL","SKWVA~~~~~A"
12338,661013,"H","C","M",3.500000,"H","SK","WVA","~~~~~","A","661013HC","HCM","SKWVA~~~~~A"
12339,661013,"H","C","D",1.000000,"H","SK","WVA","~~~~~","A","661013HC","HCD","SKWVA~~~~~A"
12340,661013,"H","C","U",3.000000,"H","SK","WVA","~~~~~","A","661013HC","HCU","SKWVA~~~~~A"
12341,661015,"H","B","D",3.000000,"L","SK","GXX","~~~~~","N","661015HB","HBD","SKGXX~~~~~N"
12342,661015,"H","B","L",25.000000,"M","SK","WVA","~~~~~","A","661015HB","HBL","SKWVA~~~~~A"
12343,661015,"H","B","U",30.000000,"M","SK","WVA","~~~~~","A","661015HB","HBU","SKWVA~~~~~A"
12344,661015,"H","B","M",35.000000,"M","SK","WVA","~~~~~","A","661015HB","HBM","SKWVA~~~~~A"
12345,661015,"H","B","D",7.000000,"M","SK","WVA","~~~~~","A","661015HB","HBD","SKWVA~~~~~A"
12346,662020,"H","A","M",5.300000,"L","SK","AWZ","P~~~~","N","662020HA","HAM","SKAWZP~~~~N"
12347,662020,"H","A","U",3.000000,"L","SK","PNE","~~~~~","N","662020HA","HAU","SKPNE~~~~~N"
12348,662020,"H","A","U",1.500000,"L","SK","AWZ","P~~~~","N","662020HA","HAU","SKAWZP~~~~N"
12349,662020,"H","A","L",3.799999,"L","SK","AWZ","P~~~~","N","662020HA","HAL","SKAWZP~~~~N"
12350,662020,"H","A","D",1.500000,"L","SK","AWZ","P~~~~","N","662020HA","HAD","SKAWZP~~~~N"
12351,662020,"L","A","D",4.199999,"L","SK","LLM","~~~~~","N","662020LA","LAD","SKLLM~~~~~N"
12352,662020,"L","A","L",18.899999,"L","SK","LLM","~~~~~","N","662020LA","LAL","SKLLM~~~~~N"
12353,662020,"L","A","D",4.300000,"L","SK","LLB","~~~~~","N","662020LA","LAD","SKLLB~~~~~N"
12354,662020,"L","A","M",19.399999,"L","SK","LLB","~~~~~","N","662020LA","LAM","SKLLB~~~~~N"
12355,662020,"L","A","L",19.399999,"L","SK","LLB","~~~~~","N","662020LA","LAL","SKLLB~~~~~N"
12356,662020,"L","A","M",18.899999,"L","SK","LLM","~~~~~","N","662020LA","LAM","SKLLM~~~~~N"
12357,669003,"L","A","L",9.800000,"H","MB","LPS","~~~~~","N","669003LA","LAL","MBLPS~~~~~N"
12358,669003,"L","A","M",5.199999,"H","MB","LPS","d~~~~","A","669003LA","LAM","MBLPSd~~~~A"
12359,669003,"L","A","D",6.500000,"L","MB","BGA","p~~~~","N","669003LA","LAD","MBBGAp~~~~N"
12360,669003,"L","A","M",9.800000,"H","MB","NLS","~~~~~","N","669003LA","LAM","MBNLS~~~~~N"
12361,669003,"L","A","L",19.500000,"H","MB","BGA","~~~~~","N","669003LA","LAL","MBBGA~~~~~N"
12362,669003,"L","A","M",4.599999,"H","MB","LPS","~~~~~","N","669003LA","LAM","MBLPS~~~~~N"
12363,669003,"L","A","M",5.300000,"L","MB","$MH","~~~~~","A","669003LA","LAM","MB$MH~~~~~A"
12364,669003,"L","A","M",10.500000,"L","MB","CAY","~~~~~","A","669003LA","LAM","MBCAY~~~~~A"
12365,669003,"L","A","L",15.800000,"L","MB","CAY","~~~~~","A","669003LA","LAL","MBCAY~~~~~A"
12366,669003,"L","A","D",3.500000,"L","MB","CAY","~~~~~","A","669003LA","LAD","MBCAY~~~~~A"
12367,669003,"L","A","M",9.800000,"H","MB","CRR","~~~~~","A","669003LA","LAM","MBCRR~~~~~A"
12368,669009,"L","A","L",10.000000,"M","MB","BGA","d~~~~","N","669009LA","LAL","MBBGAd~~~~N"
12369,669009,"L","A","L",18.000000,"L","MB","CAY","~~~~~","A","669009LA","LAL","MBCAY~~~~~A"
12370,669009,"L","A","D",6.000000,"L","MB","STD","~~~~~","A","669009LA","LAD","MBSTD~~~~~A"
12371,669009,"L","A","L",9.000000,"L","MB","STD","~~~~~","A","669009LA","LAL","MBSTD~~~~~A"
12372,669009,"L","A","M",6.000000,"M","MB","WRY","~~~~~","N","669009LA","LAM","MBWRY~~~~~N"
12373,669009,"L","A","M",15.000000,"L","MB","$MH","~~~~~","A","669009LA","LAM","MB$MH~~~~~A"
12374,669009,"L","A","D",4.000000,"L","MB","LPS","s~~~~","A","669009LA","LAD","MBLPSs~~~~A"
12375,669009,"L","A","L",8.000000,"M","MB","LPS","~~~~~","N","669009LA","LAL","MBLPS~~~~~N"
12376,669009,"L","A","M",12.000000,"H","MB","CRR","~~~~~","A","669009LA","LAM","MBCRR~~~~~A"
12377,669009,"L","A","M",12.000000,"L","MB","CAY","~~~~~","A","669009LA","LAM","MBCAY~~~~~A"
12378,672004,"L","A","L",11.399999,"L","SK","LLI","~~~~~","N","672004LA","LAL","SKLLI~~~~~N"
12379,672004,"L","A","M",11.399999,"L","SK","LLD","~~~~~","N","672004LA","LAM","SKLLD~~~~~N"
12380,672004,"L","A","L",5.699999,"L","SK","BLD","~~~~~","N","672004LA","LAL","SKBLD~~~~~N"
12381,672004,"L","A","M",14.300000,"L","SK","LLA","~~~~~","N","672004LA","LAM","SKLLA~~~~~N"
12382,672004,"L","A","L",8.600000,"L","SK","LLA","~~~~~","N","672004LA","LAL","SKLLA~~~~~N"
12383,672004,"L","A","D",5.699999,"L","SK","BLD","~~~~~","N","672004LA","LAD","SKBLD~~~~~N"
12384,672004,"U","A","U",4.300000,"L","SK","PNE","A~~~~","N","672004UA","UAU","SKPNEA~~~~N"
12385,672004,"U","A","D",2.200000,"L","SK","SYA","A~~~~","A","672004UA","UAD","SKSYAA~~~~A"
12386,672004,"U","A","D",4.300000,"L","SK","BLL","~~~~~","N","672004UA","UAD","SKBLL~~~~~N"
12387,672004,"U","A","U",4.300000,"L","SK","BXF","~~~~~","N","672004UA","UAU","SKBXF~~~~~N"
12388,672004,"U","A","M",21.500000,"L","SK","PNE","A~~~~","N","672004UA","UAM","SKPNEA~~~~N"
12389,672004,"U","A","L",6.400000,"L","SK","SYA","A~~~~","A","672004UA","UAL","SKSYAA~~~~A"
12390,672005,"U","A","M",4.800000,"H","SK","TIA","A~~~~","A","672005UA","UAM","SKTIAA~~~~A"
12391,672005,"U","A","M",13.600000,"H","SK","ETA","~~~~~","A","672005UA","UAM","SKETA~~~~~A"
12392,672005,"U","A","D",4.800000,"L","SK","GXX","P~~~~","N","672005UA","UAD","SKGXXP~~~~N"
12393,672005,"U","A","M",3.200000,"L","SK","LLI","~~~~~","N","672005UA","UAM","SKLLI~~~~~N"
12394,672005,"U","A","M",4.800000,"H","SK","WEH","A~~~~","A","672005UA","UAM","SKWEHA~~~~A"
12395,672005,"U","A","M",3.200000,"H","SK","ETA","~~~~~","A","672005UA","UAM","SKETA~~~~~A"
12396,672005,"U","A","D",10.199999,"L","SK","GXX","P~~~~","N","672005UA","UAD","SKGXXP~~~~N"
12397,672005,"U","A","M",20.399999,"H","SK","ETC","~~~~~","A","672005UA","UAM","SKETC~~~~~A"
12398,672005,"U","A","U",13.600000,"H","SK","ETC","~~~~~","A","672005UA","UAU","SKETC~~~~~A"
12399,672005,"U","A","L",3.400000,"L","SK","GXX","P~~~~","N","672005UA","UAL","SKGXXP~~~~N"
12400,672005,"U","A","L",4.800000,"L","SK","LLI","~~~~~","N","672005UA","UAL","SKLLI~~~~~N"
12401,672005,"U","A","L",6.800000,"H","SK","ETA","~~~~~","A","672005UA","UAL","SKETA~~~~~A"
12402,672005,"U","A","U",6.400000,"H","SK","ETA","~~~~~","A","672005UA","UAU","SKETA~~~~~A"
12403,672006,"L","A","L",18.799999,"L","SK","BLA","~~~~~","N","672006LA","LAL","SKBLA~~~~~N"
12404,672006,"L","A","D",7.500000,"L","SK","BLA","~~~~~","N","672006LA","LAD","SKBLA~~~~~N"
12405,672006,"L","A","M",33.799999,"L","SK","BLD","~~~~~","N","672006LA","LAM","SKBLD~~~~~N"
12406,672006,"L","A","L",15.000000,"L","SK","BLD","~~~~~","N","672006LA","LAL","SKBLD~~~~~N"
12407,672006,"U","A","D",3.799999,"L","SK","MWZ","P~~~~","N","672006UA","UAD","SKMWZP~~~~N"
12408,672006,"U","A","M",7.500000,"L","SK","MWZ","P~~~~","N","672006UA","UAM","SKMWZP~~~~N"
12409,672006,"U","A","L",3.799999,"L","SK","MWZ","P~~~~","N","672006UA","UAL","SKMWZP~~~~N"
12410,672006,"U","A","U",5.000000,"L","SK","BLD","A~~~~","N","672006UA","UAU","SKBLDA~~~~N"
12411,672006,"U","A","M",5.000000,"L","SK","BLD","A~~~~","N","672006UA","UAM","SKBLDA~~~~N"
12412,672009,"L","A","M",15.100000,"L","SK","LLL","~~~~~","N","672009LA","LAM","SKLLL~~~~~N"
12413,672009,"L","A","M",4.300000,"L","SK","BLA","~~~~~","N","672009LA","LAM","SKBLA~~~~~N"
12414,672009,"L","A","L",19.399999,"L","SK","BLA","~~~~~","N","672009LA","LAL","SKBLA~~~~~N"
12415,672009,"L","A","D",4.300000,"L","SK","BLA","~~~~~","N","672009LA","LAD","SKBLA~~~~~N"
12416,672009,"L","A","M",25.600000,"L","SK","LLA","~~~~~","N","672009LA","LAM","SKLLA~~~~~N"
12417,672009,"L","A","D",5.699999,"L","SK","LLA","~~~~~","N","672009LA","LAD","SKLLA~~~~~N"
12418,672009,"L","A","L",5.699999,"L","SK","BLA","~~~~~","N","672009LA","LAL","SKBLA~~~~~N"
12419,672009,"L","A","L",20.000000,"L","SK","LLA","~~~~~","N","672009LA","LAL","SKLLA~~~~~N"
12420,672010,"L","A","M",14.699999,"L","SK","LLD","A~~~~","N","672010LA","LAM","SKLLDA~~~~N"
12421,672010,"L","A","D",4.900000,"L","SK","LLA","~~~~~","N","672010LA","LAD","SKLLA~~~~~N"
12422,672010,"L","A","L",22.000000,"L","SK","LLA","~~~~~","N","672010LA","LAL","SKLLA~~~~~N"
12423,672010,"L","A","M",7.300000,"L","SK","LLA","~~~~~","N","672010LA","LAM","SKLLA~~~~~N"
12424,672010,"U","A","U",2.500000,"L","SK","PNA","A~~~~","N","672010UA","UAU","SKPNAA~~~~N"
12425,672010,"U","A","U",7.699999,"L","SK","ETC","~~~~~","A","672010UA","UAU","SKETC~~~~~A"
12426,672010,"U","A","M",23.000000,"L","SK","PNA","A~~~~","N","672010UA","UAM","SKPNAA~~~~N"
12427,672010,"U","A","L",2.500000,"L","SK","CRH","A~~~~","A","672010UA","UAL","SKCRHA~~~~A"
12428,672010,"U","A","M",2.500000,"L","SK","CRH","A~~~~","A","672010UA","UAM","SKCRHA~~~~A"
12429,672010,"U","A","D",7.699999,"L","SK","GXX","P~~~~","N","672010UA","UAD","SKGXXP~~~~N"
12430,672010,"U","A","L",5.099999,"L","SK","GXX","P~~~~","N","672010UA","UAL","SKGXXP~~~~N"
12431,672011,"U","A","L",4.099999,"L","SK","BLL","A~~~~","N","672011UA","UAL","SKBLLA~~~~N"
12432,672011,"U","A","U",8.199999,"H","SK","SBC","~~~~~","A","672011UA","UAU","SKSBC~~~~~A"
12433,672011,"U","A","L",3.299999,"H","SK","CRH","~~~~~","A","672011UA","UAL","SKCRH~~~~~A"
12434,672011,"U","A","L",2.000000,"H","SK","GOG","~~~~~","A","672011UA","UAL","SKGOG~~~~~A"
12435,672011,"U","A","D",5.599999,"L","SK","GXX","P~~~~","N","672011UA","UAD","SKGXXP~~~~N"
12436,672011,"U","A","L",5.599999,"H","SK","CRH","~~~~~","A","672011UA","UAL","SKCRH~~~~~A"
12437,672011,"U","A","M",18.500000,"H","SK","CRH","A~~~~","A","672011UA","UAM","SKCRHA~~~~A"
12438,672011,"U","A","U",7.400000,"H","SK","CRH","A~~~~","A","672011UA","UAU","SKCRHA~~~~A"
12439,672011,"U","A","M",11.000000,"H","SK","CRH","~~~~~","A","672011UA","UAM","SKCRH~~~~~A"
12440,672011,"U","A","U",4.400000,"H","SK","CRH","~~~~~","A","672011UA","UAU","SKCRH~~~~~A"
12441,672011,"U","A","D",6.199999,"L","SK","GXX","P~~~~","N","672011UA","UAD","SKGXXP~~~~N"
12442,672011,"U","A","D",3.299999,"H","SK","CRH","~~~~~","A","672011UA","UAD","SKCRH~~~~~A"
12443,672011,"U","A","M",2.000000,"H","SK","GOG","~~~~~","A","672011UA","UAM","SKGOG~~~~~A"
12444,672011,"U","A","M",2.000000,"H","SK","SBC","~~~~~","A","672011UA","UAM","SKSBC~~~~~A"
12445,672011,"U","A","M",16.399999,"H","SK","CRH","~~~~~","A","672011UA","UAM","SKCRH~~~~~A"
12446,672012,"L","A","M",29.299999,"L","SK","LLA","~~~~~","N","672012LA","LAM","SKLLA~~~~~N"
12447,672012,"L","A","D",6.500000,"L","SK","BLD","A~~~~","N","672012LA","LAD","SKBLDA~~~~N"
12448,672012,"L","A","L",19.500000,"L","SK","LLD","A~~~~","N","672012LA","LAL","SKLLDA~~~~N"
12449,672012,"L","A","L",9.800000,"L","SK","BLD","A~~~~","N","672012LA","LAL","SKBLDA~~~~N"
12450,672012,"U","A","U",7.000000,"H","SK","CRG","A~~~~","A","672012UA","UAU","SKCRGA~~~~A"
12451,672012,"U","A","D",5.300000,"L","SK","BLD","A~~~~","N","672012UA","UAD","SKBLDA~~~~N"
12452,672012,"U","A","M",10.500000,"H","SK","CRH","A~~~~","A","672012UA","UAM","SKCRHA~~~~A"
12453,672012,"U","A","M",5.300000,"H","SK","TIH","~~~~~","A","672012UA","UAM","SKTIH~~~~~A"
12454,672012,"U","A","L",5.300000,"L","SK","BLD","A~~~~","N","672012UA","UAL","SKBLDA~~~~N"
12455,672012,"U","A","M",1.799999,"L","SK","BLD","A~~~~","N","672012UA","UAM","SKBLDA~~~~N"
12456,677002,"L","A","M",14.000000,"L","MB","MLS","~~~~~","N","677002LA","LAM","MBMLS~~~~~N"
12457,677002,"L","A","M",7.000000,"L","MB","KOS","p~~~~","N","677002LA","LAM","MBKOSp~~~~N"
12458,677002,"L","A","D",7.000000,"L","MB","STD","~~~~~","A","677002LA","LAD","MBSTD~~~~~A"
12459,677002,"L","A","L",31.500000,"L","MB","WHI","~~~~~","N","677002LA","LAL","MBWHI~~~~~N"
12460,677002,"L","A","M",10.500000,"H","MB","PGU","~~~~~","A","677002LA","LAM","MBPGU~~~~~A"
12461,677002,"R","A","M",6.000000,"L","MB","AKG","~~~~~","N","677002RA","RAM","MBAKG~~~~~N"
12462,677002,"R","A","D",1.500000,"L","MB","CHK","~~~~~","N","677002RA","RAD","MBCHK~~~~~N"
12463,677002,"R","A","L",6.000000,"L","MB","CHK","~~~~~","N","677002RA","RAL","MBCHK~~~~~N"
12464,677002,"R","A","M",10.500000,"L","MB","NEW","~~~~~","N","677002RA","RAM","MBNEW~~~~~N"
12465,677002,"R","A","U",6.000000,"L","MB","MRU","~~~~~","A","677002RA","RAU","MBMRU~~~~~A"
12466,678001,"U","A","U",20.000000,"L","AB","LCY","~~~~~","A","678001UA","UAU","ABLCY~~~~~A"
12467,678001,"U","A","L",15.000000,"L","AB","LVT","~~~~~","N","678001UA","UAL","ABLVT~~~~~N"
12468,678001,"U","A","M",50.000000,"L","AB","LCY","~~~~~","A","678001UA","UAM","ABLCY~~~~~A"
12469,678001,"U","A","D",15.000000,"L","AB","MNT","~~~~~","N","678001UA","UAD","ABMNT~~~~~N"
12470,678002,"R","A","D",5.000000,"L","AB","MNT","~~~~~","N","678002RA","RAD","ABMNT~~~~~N"
12471,678002,"R","A","M",25.000000,"M","AB","SDN","~~~~~","A","678002RA","RAM","ABSDN~~~~~A"
12472,678002,"R","A","M",30.000000,"M","AB","LCY","~~~~~","A","678002RA","RAM","ABLCY~~~~~A"
12473,678002,"R","A","L",20.000000,"M","AB","SDN","~~~~~","A","678002RA","RAL","ABSDN~~~~~A"
12474,678002,"R","A","U",20.000000,"M","AB","LCY","~~~~~","A","678002RA","RAU","ABLCY~~~~~A"
12475,678003,"H","B","M",35.000000,"L","AB","NTW","~~~~~","N","678003HB","HBM","ABNTW~~~~~N"
12476,678003,"H","B","L",25.000000,"L","AB","NIT","~~~~~","N","678003HB","HBL","ABNIT~~~~~N"
12477,678003,"H","B","D",10.000000,"L","AB","MNT","~~~~~","N","678003HB","HBD","ABMNT~~~~~N"
12478,678003,"H","B","U",30.000000,"L","AB","NTW","~~~~~","N","678003HB","HBU","ABNTW~~~~~N"
12479,678004,"I","E","M",80.000000,"L","AB","ZUN","~~~~~","N","678004IE","IEM","ABZUN~~~~~N"
12480,678004,"I","E","L",10.000000,"L","AB","ZUN","~~~~~","N","678004IE","IEL","ABZUN~~~~~N"
12481,678004,"I","E","U",10.000000,"L","AB","ZUN","~~~~~","N","678004IE","IEU","ABZUN~~~~~N"
12482,678005,"L","A","D",7.000000,"L","AB","MNT","~~~~~","N","678005LA","LAD","ABMNT~~~~~N"
12483,678005,"L","A","L",31.500000,"L","AB","MNT","~~~~~","N","678005LA","LAL","ABMNT~~~~~N"
12484,678005,"L","A","M",31.500000,"L","AB","MNT","~~~~~","N","678005LA","LAM","ABMNT~~~~~N"
12485,678005,"U","A","L",4.500000,"L","AB","FNC","~~~~~","N","678005UA","UAL","ABFNC~~~~~N"
12486,678005,"U","A","U",6.000000,"L","AB","LCY","~~~~~","A","678005UA","UAU","ABLCY~~~~~A"
12487,678005,"U","A","D",4.500000,"L","AB","CMB","~~~~~","N","678005UA","UAD","ABCMB~~~~~N"
12488,678005,"U","A","M",15.000000,"L","AB","FNC","~~~~~","N","678005UA","UAM","ABFNC~~~~~N"
12489,678006,"U","A","D",15.000000,"L","AB","MNT","~~~~~","N","678006UA","UAD","ABMNT~~~~~N"
12490,678006,"U","A","U",20.000000,"M","AB","LCY","~~~~~","A","678006UA","UAU","ABLCY~~~~~A"
12491,678006,"U","A","M",50.000000,"M","AB","LCY","~~~~~","A","678006UA","UAM","ABLCY~~~~~A"
12492,678006,"U","A","L",15.000000,"M","AB","SDN","~~~~~","A","678006UA","UAL","ABSDN~~~~~A"
12493,678007,"U","A","M",20.000000,"M","AB","LCY","~~~~~","A","678007UA","UAM","ABLCY~~~~~A"
12494,678007,"U","A","D",15.000000,"L","AB","MNT","~~~~~","N","678007UA","UAD","ABMNT~~~~~N"
12495,678007,"U","A","L",15.000000,"M","AB","PLM","~~~~~","A","678007UA","UAL","ABPLM~~~~~A"
12496,678007,"U","A","M",30.000000,"M","AB","SDN","~~~~~","A","678007UA","UAM","ABSDN~~~~~A"
12497,678007,"U","A","U",20.000000,"M","AB","LCY","~~~~~","A","678007UA","UAU","ABLCY~~~~~A"
12498,678008,"L","A","D",7.000000,"L","AB","CTW","~~~~~","N","678008LA","LAD","ABCTW~~~~~N"
12499,678008,"L","A","L",31.500000,"L","AB","MNT","~~~~~","N","678008LA","LAL","ABMNT~~~~~N"
12500,678008,"L","A","M",31.500000,"L","AB","MNT","~~~~~","N","678008LA","LAM","ABMNT~~~~~N"
12501,678008,"U","A","M",15.000000,"L","AB","LCY","~~~~~","A","678008UA","UAM","ABLCY~~~~~A"
12502,678008,"U","A","L",4.500000,"L","AB","SDN","~~~~~","A","678008UA","UAL","ABSDN~~~~~A"
12503,678008,"U","A","D",4.500000,"L","AB","SDN","~~~~~","A","678008UA","UAD","ABSDN~~~~~A"
12504,678008,"U","A","U",6.000000,"L","AB","LCY","~~~~~","A","678008UA","UAU","ABLCY~~~~~A"
12505,678009,"U","A","M",30.000000,"M","AB","LCY","~~~~~","A","678009UA","UAM","ABLCY~~~~~A"
12506,678009,"U","A","D",15.000000,"L","AB","MPV","~~~~~","A","678009UA","UAD","ABMPV~~~~~A"
12507,678009,"U","A","M",20.000000,"M","AB","SDN","~~~~~","A","678009UA","UAM","ABSDN~~~~~A"
12508,678009,"U","A","L",15.000000,"M","AB","SDN","~~~~~","A","678009UA","UAL","ABSDN~~~~~A"
12509,678009,"U","A","U",20.000000,"M","AB","LCY","~~~~~","A","678009UA","UAU","ABLCY~~~~~A"
12510,678010,"I","D","L",6.000000,"L","AB","ZUN","~~~~~","N","678010ID","IDL","ABZUN~~~~~N"
12511,678010,"I","D","M",48.000000,"L","AB","ZUN","~~~~~","N","678010ID","IDM","ABZUN~~~~~N"
12512,678010,"I","D","U",6.000000,"L","AB","ZUN","~~~~~","N","678010ID","IDU","ABZUN~~~~~N"
12513,678010,"T","A","D",4.000000,"L","AB","MNT","~~~~~","N","678010TA","TAD","ABMNT~~~~~N"
12514,678010,"T","A","M",24.000000,"L","AB","TNW","~~~~~","N","678010TA","TAM","ABTNW~~~~~N"
12515,678010,"T","A","U",4.000000,"L","AB","TNW","~~~~~","N","678010TA","TAU","ABTNW~~~~~N"
12516,678010,"T","A","L",8.000000,"L","AB","MNT","~~~~~","N","678010TA","TAL","ABMNT~~~~~N"
12517,678011,"L","A","L",13.500000,"L","AB","MNT","~~~~~","N","678011LA","LAL","ABMNT~~~~~N"
12518,678011,"L","A","M",13.500000,"L","AB","MNT","~~~~~","N","678011LA","LAM","ABMNT~~~~~N"
12519,678011,"L","A","D",3.000000,"L","AB","MNT","~~~~~","N","678011LA","LAD","ABMNT~~~~~N"
12520,678011,"U","A","U",14.000000,"L","AB","TNW","~~~~~","N","678011UA","UAU","ABTNW~~~~~N"
12521,678011,"U","A","M",35.000000,"L","AB","TNW","~~~~~","N","678011UA","UAM","ABTNW~~~~~N"
12522,678011,"U","A","D",10.500000,"L","AB","ZGW","~~~~~","N","678011UA","UAD","ABZGW~~~~~N"
12523,678011,"U","A","L",10.500000,"L","AB","TNW","~~~~~","N","678011UA","UAL","ABTNW~~~~~N"
12524,678012,"U","A","L",15.000000,"M","AB","SDN","~~~~~","A","678012UA","UAL","ABSDN~~~~~A"
12525,678012,"U","A","M",20.000000,"M","AB","SDN","~~~~~","A","678012UA","UAM","ABSDN~~~~~A"
